,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,W10lastW,W10lastL,W5lastW,W5lastL
3948,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Garin C.,20.0,19.0,2373.0,2375.0,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.18,1.1,11.0,1.07,8.6,8,4,4,3
3949,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,Alcaraz C.,7.0,31.0,4568.0,1609.0,6.0,2.0,7.0,6.0,4.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,2.2,1.66,2.23,1.74,2.4,1.8,2.22,1.67,7,7,4,4
3950,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Shapovalov D.,Opelka R.,14.0,29.0,2593.0,1776.0,7.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.8,2.0,1.73,2.24,1.92,2.24,1.79,2.04,7,5,4,4
3951,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Carreno Busta P.,Korda S.,21.0,43.0,2305.0,1286.0,6.0,4.0,7.0,5.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.2,1.67,2.35,1.73,2.35,1.66,2.22,6,6,3,4
3952,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Albot R.,3.0,124.0,7970.0,587.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.02,17.0,1.01,28.39,1.02,30.0,1.01,19.8,7,3,5,2
3953,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Khachanov K.,5.0,30.0,4875.0,1748.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.2,4.5,1.2,5.15,1.24,5.5,1.18,4.81,8,7,5,3
3954,5,Melbourne,Australian Open,1/21/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Mannarino A.,Karatsev A.,69.0,15.0,879.0,2553.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,,,3.0,1.0,Completed,4.0,1.25,4.12,1.28,4.25,1.29,4.01,1.24,4,8,2,5
3955,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Fritz T.,Bautista Agut R.,22.0,18.0,2175.0,2385.0,6.0,0.0,3.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,2.1,1.72,2.17,1.78,2.26,1.82,2.12,1.73,7,5,3,3
3956,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Paire B.,4.0,56.0,6540.0,1075.0,6.0,3.0,7.0,5.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.11,8.3,1.13,8.5,1.1,6.97,6,3,2,2
3957,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Cressy M.,O Connell C.,70.0,175.0,875.0,383.0,6.0,2.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.53,2.5,1.65,2.39,1.65,2.68,1.56,2.45,8,4,4,2
3958,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Van De Zandschulp B.,2.0,57.0,8935.0,1069.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,15.0,1.03,18.33,1.05,24.0,1.03,14.02,8,6,4,3
3959,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Auger-Aliassime F.,Evans D.,9.0,24.0,3608.0,1957.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.8,2.0,1.98,1.93,1.98,2.15,1.84,1.98,7,5,4,4
3960,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Daniel T.,10.0,120.0,3390.0,606.0,6.0,4.0,1.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.08,8.0,1.1,8.9,1.12,11.0,1.09,7.9,6,4,3,3
3961,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Andujar P.,42.0,83.0,1316.0,800.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,1.06,12.12,1.08,13.0,1.05,10.08,5,5,3,3
3962,5,Melbourne,Australian Open,1/22/2022,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Rublev A.,27.0,6.0,1840.0,4785.0,7.0,5.0,7.0,6.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,3.5,1.3,3.61,1.34,3.85,1.34,3.55,1.3,7,4,4,3
3963,5,Melbourne,Australian Open,1/23/2022,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Mannarino A.,5.0,69.0,4875.0,879.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,13.0,1.04,15.27,1.04,16.0,1.03,12.79,8,4,5,3
3964,5,Melbourne,Australian Open,1/23/2022,Grand Slam,Outdoor,Hard,4th Round,5,Shapovalov D.,Zverev A.,14.0,3.0,2593.0,7970.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,4.33,1.22,4.3,1.26,4.73,1.29,4.18,1.23,7,7,4,5
3965,5,Melbourne,Australian Open,1/23/2022,Grand Slam,Outdoor,Hard,4th Round,5,Monfils G.,Kecmanovic M.,20.0,77.0,2373.0,836.0,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,4.0,1.28,4.14,1.29,4.33,1.25,3.96,8,5,4,4
3966,5,Melbourne,Australian Open,1/23/2022,Grand Slam,Outdoor,Hard,4th Round,5,Berrettini M.,Carreno Busta P.,7.0,21.0,4568.0,2305.0,7.0,5.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,1.48,2.85,1.57,3.01,1.45,2.78,7,6,4,4
3967,5,Melbourne,Australian Open,1/24/2022,Grand Slam,Outdoor,Hard,4th Round,5,Auger-Aliassime F.,Cilic M.,9.0,27.0,3608.0,1840.0,2.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.61,2.3,1.76,2.19,1.76,2.44,1.65,2.25,7,7,4,4
3968,5,Melbourne,Australian Open,1/24/2022,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Cressy M.,2.0,70.0,8935.0,875.0,6.0,2.0,7.0,6.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.03,15.0,1.04,15.39,1.05,16.0,1.03,13.2,8,8,4,4
3969,5,Melbourne,Australian Open,1/24/2022,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,De Minaur A.,10.0,42.0,3390.0,1316.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,1.42,3.14,1.46,3.2,1.39,3.0,6,6,4,3
3970,5,Melbourne,Australian Open,1/24/2022,Grand Slam,Outdoor,Hard,4th Round,5,Tsitsipas S.,Fritz T.,4.0,22.0,6540.0,2175.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.57,2.37,1.61,2.49,1.66,2.7,1.55,2.47,6,7,3,4
3971,5,Melbourne,Australian Open,1/25/2022,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Shapovalov D.,5.0,14.0,4875.0,2593.0,6.0,3.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.33,2.62,1.37,3.39,1.4,3.68,1.34,3.25,9,8,5,4
3972,5,Melbourne,Australian Open,1/25/2022,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berrettini M.,Monfils G.,7.0,20.0,4568.0,2373.0,6.0,4.0,6.0,4.0,3.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.57,2.37,1.61,2.47,1.67,2.56,1.57,2.41,8,8,5,4
3973,5,Melbourne,Australian Open,1/26/2022,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsitsipas S.,Sinner J.,4.0,10.0,6540.0,3390.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.2,1.66,2.31,1.69,2.34,1.78,2.21,1.68,6,6,4,4
3974,5,Melbourne,Australian Open,1/26/2022,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Auger-Aliassime F.,2.0,9.0,8935.0,3608.0,6.0,7.0,3.0,6.0,7.0,6.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.12,6.0,1.13,6.44,1.14,7.25,1.12,6.47,8,7,4,4
3975,5,Melbourne,Australian Open,1/28/2022,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Berrettini M.,5.0,7.0,4875.0,4568.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.4,3.0,1.38,3.34,1.44,3.34,1.4,2.98,9,8,5,5
3976,5,Melbourne,Australian Open,1/28/2022,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Tsitsipas S.,2.0,4.0,8935.0,6540.0,7.0,6.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.36,3.2,1.36,3.44,1.41,3.55,1.35,3.29,9,6,5,5
3977,5,Melbourne,Australian Open,1/30/2022,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,Medvedev D.,5.0,2.0,4875.0,8935.0,2.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,2.62,1.53,2.49,1.61,2.71,1.63,2.56,1.53,10,9,5,5
3978,6,Cordoba,Cordoba Open,1/31/2022,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Monteiro T.,61.0,92.0,1026.0,754.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.37,1.64,2.36,1.68,2.41,1.61,2.28,5,4,2,2
3979,6,Cordoba,Cordoba Open,1/31/2022,ATP250,Outdoor,Clay,1st Round,3,Varillas J.P.,Bagnis F.,129.0,74.0,567.0,863.0,6.0,4.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.88,1.99,1.95,2.06,1.81,1.97,1,3,1,1
3980,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Paire B.,88.0,54.0,773.0,1120.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.44,2.94,1.57,2.95,1.47,2.66,4,3,2,2
3981,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Londero J.I.,Hanfmann Y.,139.0,120.0,512.0,605.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.23,1.71,2.3,1.77,2.13,1.7,0,4,0,2
3982,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Rune H.,76.0,97.0,831.0,742.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.52,1.57,2.65,1.68,2.35,1.58,4,3,1,1
3983,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Etcheverry T.,Jarry N.,128.0,149.0,574.0,460.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.2,1.72,2.26,1.86,2.12,1.71,1,1,1,1
3984,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Martin A.,44.0,115.0,1259.0,624.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.26,4.22,1.28,4.65,1.24,4.01,3,5,0,2
3985,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Ficovich J.P.,Coria F.,230.0,64.0,277.0,971.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.57,1.55,2.6,1.6,2.47,1.53,0,4,0,1
3986,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Dellien H.,127.0,109.0,582.0,684.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.78,2.12,1.8,2.2,1.74,2.08,3,3,1,1
3987,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Taberner C.,Delbonis F.,105.0,41.0,707.0,1312.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.63,1.53,2.96,1.55,2.6,1.49,4,0,2,0
3988,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,Cerundolo F.,144.0,111.0,483.0,651.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.86,2.01,2.03,2.1,1.88,1.92,3,3,1,0
3989,6,Cordoba,Cordoba Open,2/1/2022,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Verdasco F.,77.0,200.0,831.0,325.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.18,5.31,1.28,5.4,1.19,4.64,3,2,2,1
3990,6,Cordoba,Cordoba Open,2/2/2022,ATP250,Outdoor,Clay,2nd Round,3,Galan D.E.,Munar J.,127.0,88.0,582.0,773.0,6.0,2.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.61,2.5,1.6,2.5,1.66,2.36,1.58,4,4,2,2
3991,6,Cordoba,Cordoba Open,2/2/2022,ATP250,Outdoor,Clay,2nd Round,3,Londero J.I.,Martinez P.,139.0,61.0,512.0,1026.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.62,1.57,2.75,1.57,2.56,1.5,1,5,1,3
3992,6,Cordoba,Cordoba Open,2/2/2022,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Ficovich J.P.,14.0,230.0,2640.0,277.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.32,1.16,6.75,1.13,5.8,6,1,2,1
3993,6,Cordoba,Cordoba Open,2/2/2022,ATP250,Outdoor,Clay,2nd Round,3,Milojevic N.,Etcheverry T.,136.0,128.0,525.0,574.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.88,1.48,2.91,1.52,2.73,1.46,3,2,1,2
3994,6,Cordoba,Cordoba Open,2/3/2022,ATP250,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Varillas J.P.,44.0,129.0,1259.0,567.0,6.0,4.0,2.0,3.0,,,,,,,1.0,0.0,Retired,1.61,2.3,1.84,2.08,1.84,2.51,1.65,2.23,4,2,1,2
3995,6,Cordoba,Cordoba Open,2/3/2022,ATP250,Outdoor,Clay,2nd Round,3,Sonego L.,Carballes Baena R.,23.0,76.0,1937.0,831.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.62,2.45,1.68,2.61,1.58,2.36,5,4,3,1
3996,6,Cordoba,Cordoba Open,2/3/2022,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Garin C.,77.0,18.0,831.0,2420.0,4.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.8,1.97,1.93,2.22,1.93,2.01,1.8,4,4,3,2
3997,6,Cordoba,Cordoba Open,2/4/2022,ATP250,Outdoor,Clay,2nd Round,3,Tabilo A.,Taberner C.,144.0,105.0,483.0,707.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.68,2.33,1.86,2.38,1.71,2.13,4,5,2,2
3998,6,Cordoba,Cordoba Open,2/4/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Sonego L.,44.0,23.0,1259.0,1937.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.46,1.62,2.46,1.75,2.31,1.61,4,6,2,3
3999,6,Cordoba,Cordoba Open,2/4/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Londero J.I.,Milojevic N.,139.0,136.0,512.0,525.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.49,2.82,1.57,3.2,1.45,2.76,2,4,2,2
4000,6,Cordoba,Cordoba Open,2/4/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Schwartzman D.,Galan D.E.,14.0,127.0,2640.0,582.0,3.0,6.0,6.0,0.0,7.0,5.0,,,,,2.0,1.0,Completed,1.2,4.5,1.21,5.02,1.22,5.5,1.19,4.61,6,4,3,2
4001,6,Cordoba,Cordoba Open,2/5/2022,ATP250,Outdoor,Clay,Quarterfinals,3,Tabilo A.,Baez S.,144.0,77.0,483.0,831.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.82,1.49,3.05,1.5,2.76,1.44,4,5,3,3
4002,6,Cordoba,Cordoba Open,2/5/2022,ATP250,Outdoor,Clay,Semifinals,3,Tabilo A.,Schwartzman D.,144.0,14.0,483.0,2640.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.25,1.4,3.56,1.4,3.21,1.34,5,6,3,3
4003,6,Cordoba,Cordoba Open,2/5/2022,ATP250,Outdoor,Clay,Semifinals,3,Ramos-Vinolas A.,Londero J.I.,44.0,139.0,1259.0,512.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.65,2.38,1.66,2.55,1.59,2.35,5,3,3,3
4004,6,Cordoba,Cordoba Open,2/6/2022,ATP250,Outdoor,Clay,The Final,3,Ramos-Vinolas A.,Tabilo A.,44.0,144.0,1259.0,483.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.0,1.76,2.19,1.83,2.34,1.71,2.14,5,5,4,4
4005,7,Montpellier,Open Sud de France,1/31/2022,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Bonzi B.,52.0,68.0,1141.0,924.0,2.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,2.0,1.92,1.97,1.93,2.05,1.85,1.95,2,3,2,2
4006,7,Montpellier,Open Sud de France,1/31/2022,ATP250,Indoor,Hard,1st Round,3,Bublik A.,Griekspoor T.,35.0,62.0,1433.0,1011.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.42,1.63,2.42,1.88,2.24,1.64,3,5,1,3
4007,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Popyrin A.,36.0,65.0,1414.0,965.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.8,2.09,1.93,2.11,1.82,1.98,3,3,1,1
4008,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Gojowczyk P.,113.0,96.0,643.0,742.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.58,1.6,2.76,1.53,2.5,2,5,1,1
4009,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Tsonga J.W.,Zuk K.,259.0,172.0,225.0,379.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.11,1.8,2.22,1.83,2.05,1.76,1,0,0,0
4010,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Dzumhur D.,Molcan A.,152.0,72.0,447.0,876.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.03,1.43,3.2,1.43,2.98,1.39,3,6,2,3
4011,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Simon G.,Pouille L.,130.0,156.0,553.0,442.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.87,2.02,1.88,2.1,1.8,2.01,3,2,2,1
4012,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Kwon S.W.,Gaston H.,55.0,69.0,1120.0,921.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.65,2.35,1.65,2.5,1.57,2.38,6,6,2,2
4013,7,Montpellier,Open Sud de France,2/1/2022,ATP250,Indoor,Hard,1st Round,3,Ymer M.,Moutet C.,83.0,89.0,793.0,772.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.19,1.73,2.51,1.74,2.19,1.67,3,6,2,3
4014,7,Montpellier,Open Sud de France,2/2/2022,ATP250,Indoor,Hard,1st Round,3,Mcdonald M.,Ivashka I.,56.0,48.0,1119.0,1159.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.7,2.24,1.71,2.3,1.66,2.21,3,6,2,2
4015,7,Montpellier,Open Sud de France,2/2/2022,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Humbert U.,75.0,40.0,852.0,1318.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2.93,1.44,3.0,1.46,2.8,1.43,3,3,1,0
4016,7,Montpellier,Open Sud de France,2/2/2022,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Davidovich Fokina A.,58.0,47.0,1049.0,1160.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.12,1.78,2.25,1.9,2.03,1.77,4,4,3,2
4017,7,Montpellier,Open Sud de France,2/2/2022,ATP250,Indoor,Hard,2nd Round,3,Bublik A.,Herbert P.H.,35.0,113.0,1433.0,643.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.5,2.62,1.56,2.56,1.58,2.88,1.52,2.51,4,2,2,2
4018,7,Montpellier,Open Sud de France,2/2/2022,ATP250,Indoor,Hard,2nd Round,3,Krajinovic F.,Tsonga J.W.,36.0,259.0,1414.0,225.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.94,1.47,3.21,1.39,2.97,3,2,2,1
4019,7,Montpellier,Open Sud de France,2/2/2022,ATP250,Indoor,Hard,2nd Round,3,Bautista Agut R.,Simon G.,19.0,130.0,2385.0,553.0,6.0,4.0,3.0,2.0,,,,,,,1.0,0.0,Retired,1.14,5.5,1.22,4.96,1.23,6.5,1.15,5.48,4,4,2,3
4020,7,Montpellier,Open Sud de France,2/3/2022,ATP250,Indoor,Hard,2nd Round,3,Dzumhur D.,Basilashvili N.,152.0,21.0,447.0,2016.0,6.0,1.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.57,2.37,1.66,2.45,1.68,2.34,1.6,4,5,2,1
4021,7,Montpellier,Open Sud de France,2/3/2022,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Goffin D.,58.0,52.0,1049.0,1141.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.64,2.41,1.64,2.52,1.58,2.37,5,3,4,3
4022,7,Montpellier,Open Sud de France,2/3/2022,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Kwon S.W.,75.0,55.0,852.0,1120.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.8,1.5,2.99,1.53,2.65,1.47,4,6,2,3
4023,7,Montpellier,Open Sud de France,2/3/2022,ATP250,Indoor,Hard,2nd Round,3,Zverev A.,Mcdonald M.,3.0,56.0,7780.0,1119.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.14,6.72,1.18,7.2,1.14,5.63,6,4,4,2
4024,7,Montpellier,Open Sud de France,2/3/2022,ATP250,Indoor,Hard,2nd Round,3,Ymer M.,Monfils G.,83.0,16.0,793.0,2553.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.89,1.3,4.2,1.3,3.88,1.25,4,8,3,4
4025,7,Montpellier,Open Sud de France,2/4/2022,ATP250,Indoor,Hard,Quarterfinals,3,Krajinovic F.,Dzumhur D.,36.0,152.0,1414.0,447.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.97,1.47,3.2,1.41,2.89,4,5,3,2
4026,7,Montpellier,Open Sud de France,2/4/2022,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Bautista Agut R.,35.0,19.0,1433.0,2385.0,6.0,4.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.93,1.46,3.02,1.52,2.78,1.44,5,5,3,3
4027,7,Montpellier,Open Sud de France,2/4/2022,ATP250,Indoor,Hard,Quarterfinals,3,Ymer M.,Gasquet R.,83.0,75.0,793.0,852.0,7.0,5.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.66,2.2,1.65,2.38,1.74,2.5,1.65,2.23,4,5,3,3
4028,7,Montpellier,Open Sud de France,2/4/2022,ATP250,Indoor,Hard,Quarterfinals,3,Zverev A.,Mannarino A.,3.0,58.0,7780.0,1049.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.43,1.22,5.43,1.19,4.59,7,5,4,4
4029,7,Montpellier,Open Sud de France,2/5/2022,ATP250,Indoor,Hard,Semifinals,3,Bublik A.,Krajinovic F.,35.0,36.0,1433.0,1414.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.96,1.94,1.96,2.1,1.8,2.02,5,4,4,3
4030,7,Montpellier,Open Sud de France,2/5/2022,ATP250,Indoor,Hard,Semifinals,3,Zverev A.,Ymer M.,3.0,83.0,7780.0,793.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.11,8.3,1.13,8.3,1.11,6.73,8,5,4,3
4031,7,Montpellier,Open Sud de France,2/6/2022,ATP250,Indoor,Hard,The Final,3,Bublik A.,Zverev A.,35.0,3.0,1433.0,7780.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,5.5,1.14,6.43,1.15,7.0,1.18,5.67,1.14,6,9,4,4
4032,8,Pune,Maharashtra Open,1/31/2022,ATP250,Outdoor,Hard,1st Round,3,Albot R.,Gaio F.,108.0,174.0,695.0,371.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.28,3.95,1.33,4.4,1.25,3.89,3,1,2,1
4033,8,Pune,Maharashtra Open,1/31/2022,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Berankis R.,141.0,82.0,500.0,796.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.61,2.3,1.67,2.38,1.76,2.21,1.65,0,5,0,2
